"Word","He","She","c","d","GStat","Association"
"plunge",8,1,54209,37889,3.97718008261584,"he"
"record",8,1,54209,37889,3.97718008261584,"he"
"reiterate",8,1,54209,37889,3.97718008261584,"he"
"produce",18,5,54199,37885,3.87698991816168,"he"
"bend",58,26,54159,37864,3.72313101076467,"he"
"contradict",13,3,54204,37887,3.66654282408986,"he"
"dismiss",24,8,54193,37882,3.66187497894252,"he"
"pour",43,18,54174,37872,3.54598644158407,"he"
"press",50,22,54167,37868,3.45009868315028,"he"
"quote",15,4,54202,37886,3.44863547888278,"he"
"grumble",35,14,54182,37876,3.33961535832937,"he"
"thrust",35,14,54182,37876,3.33961535832937,"he"
"ring",19,6,54198,37884,3.24433583445885,"he"
"invite",27,10,54190,37880,3.20311133887128,"he"
"attack",7,1,54210,37889,3.16783025438168,"he"
"dump",7,1,54210,37889,3.16783025438168,"he"
"reject",7,1,54210,37889,3.16783025438168,"he"
"reject",7,1,54210,37889,3.16783025438168,"he"
"set",31,12,54186,37878,3.2588361193021,"he"
"show",31,12,54186,37878,3.2588361193021,"he"
"observe",88,45,54129,37845,2.99833741655558,"he"
"remark",132,72,54085,37818,2.93152889519311,"he"
"cock",14,4,54203,37886,2.87598652239603,"he"
"jab",14,4,54203,37886,2.87598652239603,"he"
"predict",14,4,54203,37886,2.87598652239603,"he"
"stress",30,12,54187,37878,2.86231911791293,"he"
"pass",26,10,54191,37880,2.78340457536024,"he"
"help",18,6,54199,37884,2.74618193397175,"he"
"assert",20,7,54197,37883,2.73154811539047,"he"
"study",37,16,54180,37874,2.72254732148408,"he"
"consult",9,2,54208,37888,2.66149168091739,"he"
"refer",9,2,54208,37888,2.66149168091739,"he"
"survey",9,2,54208,37888,2.66149168091739,"he"
"declare",138,77,54079,37813,2.56017414353565,"he"
"slam",29,12,54188,37878,2.48487277202641,"he"
"click",11,3,54206,37887,2.44072972487449,"he"
"introduce",11,3,54206,37887,2.44072972487449,"he"
"reflect",11,3,54206,37887,2.44072972487449,"he"
"sound",134,75,54083,37815,2.42186181361398,"he"
"bare",6,1,54211,37889,2.39453458294226,"he"
"express",6,1,54211,37889,2.39453458294226,"he"
"flip",6,1,54211,37889,2.39453458294226,"he"
"knock",6,1,54211,37889,2.39453458294226,"he"
"propose",6,1,54211,37889,2.39453458294226,"he"
"puff",6,1,54211,37889,2.39453458294226,"he"
"reckon",6,1,54211,37889,2.39453458294226,"he"
"undo",6,1,54211,37889,2.39453458294226,"he"
"wrap",6,1,54211,37889,2.39453458294226,"he"
"wrap",6,1,54211,37889,2.39453458294226,"he"
"grind",21,8,54196,37882,2.30893119019686,"he"
"like",21,8,54196,37882,2.30893119019686,"he"
"refuse",21,8,54196,37882,2.30893119019686,"he"
"appear",17,6,54200,37884,2.27585408994333,"he"
"cough",17,6,54200,37884,2.27585408994333,"he"
"grit",32,14,54185,37876,2.25537753212777,"he"
"come",111,62,54106,37828,2.04028066704468,"he"
"buy",8,2,54209,37888,2.02450966211333,"he"
"fish",8,2,54209,37888,2.02450966211333,"he"
"move",130,74,54087,37816,2.02375764838349,"he"
"light",22,9,54195,37881,1.95616518310404,"he"
"gather",16,6,54201,37884,1.83627248812587,"he"
"brush",14,5,54203,37885,1.82107606987312,"he"
"narrow",14,5,54203,37885,1.82107606987312,"he"
"circle",5,1,54212,37889,1.66945391442487,"he"
"crouch",5,1,54212,37889,1.66945391442487,"he"
"jibe",5,1,54212,37889,1.66945391442487,"he"
"jibe",5,1,54212,37889,1.66945391442487,"he"
"reel",5,1,54212,37889,1.66945391442487,"he"
"sketch",5,1,54212,37889,1.66945391442487,"he"
"sketch",5,1,54212,37889,1.66945391442487,"he"
"instruct",35,17,54182,37873,1.57305305005965,"he"
"cut",50,26,54167,37864,1.53845290284137,"he"
"repeat",207,126,54010,37764,1.51557388317886,"he"
"address",15,6,54202,37884,1.43084715295861,"he"
"replace",15,6,54202,37884,1.43084715295861,"he"
"maintain",13,5,54204,37885,1.39144288032926,"he"
"deride",9,3,54208,37887,1.37292277689685,"he"
"dig",9,3,54208,37887,1.37292277689685,"he"
"incline",11,4,54206,37886,1.36790739527134,"he"
"inquire",29,14,54188,37876,1.34302105323665,"he"
"quip",22,10,54195,37880,1.33427839960211,"he"
"put",269,168,53948,37722,1.32441627378464,"he"
"walk",118,70,54099,37820,1.19778482491872,"he"
"consider",25,12,54192,37878,1.19024145003203,"he"
"report",16,7,54201,37883,1.12741690457198,"he"
"slide",38,20,54179,37870,1.08235576314488,"he"
"clap",7,2,54210,37888,1.4378632925283,"he"
"interject",7,2,54210,37888,1.4378632925283,"he"
"scramble",7,2,54210,37888,1.4378632925283,"he"
"strol",7,2,54210,37888,1.4378632925283,"he"
"grimace",21,10,54196,37880,1.03822191029283,"he"
"admire",4,1,54213,37889,1.01220474419744,"he"
"admire",4,1,54213,37889,1.01220474419744,"he"
"admire",4,1,54213,37889,1.01220474419744,"he"
"congratulate",4,1,54213,37889,1.01220474419744,"he"
"deliver",4,1,54213,37889,1.01220474419744,"he"
"guide",4,1,54213,37889,1.01220474419744,"he"
"gush",4,1,54213,37889,1.01220474419744,"he"
"hum",4,1,54213,37889,1.01220474419744,"he"
"identify",4,1,54213,37889,1.01220474419744,"he"
"plan",4,1,54213,37889,1.01220474419744,"he"
"pledge",4,1,54213,37889,1.01220474419744,"he"
"snigger",4,1,54213,37889,1.01220474419744,"he"
"sober",4,1,54213,37889,1.01220474419744,"he"
"stuff",4,1,54213,37889,1.01220474419744,"he"
"tense",4,1,54213,37889,1.01220474419744,"he"
"wind",4,1,54213,37889,1.01220474419744,"he"
"kick",12,5,54205,37885,1.00465476874009,"he"
"talk",12,5,54205,37885,1.00465476874009,"he"
"encourage",10,4,54207,37886,0.953828698871194,"he"
"scowl",10,4,54207,37886,0.953828698871194,"he"
"drop",39,21,54178,37869,0.950689562404054,"he"
"rub",47,26,54170,37864,0.934162934999622,"he"
"curse",8,3,54209,37887,0.918031926223324,"he"
"name",8,3,54209,37887,0.918031926223324,"he"
"threaten",8,3,54209,37887,0.918031926223324,"he"
"threaten",8,3,54209,37887,0.918031926223324,"he"
"bluster",6,2,54211,37888,0.915244481916808,"he"
"lament",6,2,54211,37888,0.915244481916808,"he"
"recommend",6,2,54211,37888,0.915244481916808,"he"
"slant",6,2,54211,37888,0.915244481916808,"he"
"unfold",6,2,54211,37888,0.915244481916808,"he"
"unfold",6,2,54211,37888,0.915244481916808,"he"
"suck",17,8,54200,37882,0.887499342192459,"he"
"glower",10,6,54207,37884,0.0882848465906814,"he"
"use",10,6,54207,37884,0.0882848465906814,"he"
"taunt",32,17,54185,37873,0.856587532540744,"he"
"glance",246,167,53971,37723,0.0843619243311506,"he"
"pull",159,99,54058,37791,0.822770616056648,"he"
"change",15,7,54202,37883,0.812953710068554,"he"
"end",13,8,54204,37882,0.0809106295458326,"he"
"screw",9,6,54208,37884,0.00803171181944884,"he"
"stroke",30,16,54187,37874,0.781881770018813,"he"
"abandon",2,1,54215,37889,0.0772706162739481,"he"
"affirm",2,1,54215,37889,0.0772706162739481,"he"
"allege",2,1,54215,37889,0.0772706162739481,"he"
"alter",2,1,54215,37889,0.0772706162739481,"he"
"alter",2,1,54215,37889,0.0772706162739481,"he"
"articulate",2,1,54215,37889,0.0772706162739481,"he"
"assume",2,1,54215,37889,0.0772706162739481,"he"
"attend",2,1,54215,37889,0.0772706162739481,"he"
"attend",2,1,54215,37889,0.0772706162739481,"he"
"attend",2,1,54215,37889,0.0772706162739481,"he"
"attend",2,1,54215,37889,0.0772706162739481,"he"
"blanch",2,1,54215,37889,0.0772706162739481,"he"
"caress",2,1,54215,37889,0.0772706162739481,"he"
"caress",2,1,54215,37889,0.0772706162739481,"he"
"commiserate",2,1,54215,37889,0.0772706162739481,"he"
"commiserate",2,1,54215,37889,0.0772706162739481,"he"
"commiserate",2,1,54215,37889,0.0772706162739481,"he"
"commiserate",2,1,54215,37889,0.0772706162739481,"he"
"commiserate",2,1,54215,37889,0.0772706162739481,"he"
"commiserate",2,1,54215,37889,0.0772706162739481,"he"
"commiserate",2,1,54215,37889,0.0772706162739481,"he"
"commiserate",2,1,54215,37889,0.0772706162739481,"he"
"commiserate",2,1,54215,37889,0.0772706162739481,"he"
"declaim",2,1,54215,37889,0.0772706162739481,"he"
"declaim",2,1,54215,37889,0.0772706162739481,"he"
"declaim",2,1,54215,37889,0.0772706162739481,"he"
"doze",2,1,54215,37889,0.0772706162739481,"he"
"drum",2,1,54215,37889,0.0772706162739481,"he"
"drum",2,1,54215,37889,0.0772706162739481,"he"
"drum",2,1,54215,37889,0.0772706162739481,"he"
"drum",2,1,54215,37889,0.0772706162739481,"he"
"exult",2,1,54215,37889,0.0772706162739481,"he"
"exult",2,1,54215,37889,0.0772706162739481,"he"
"exult",2,1,54215,37889,0.0772706162739481,"he"
"fidget",2,1,54215,37889,0.0772706162739481,"he"
"figure",2,1,54215,37889,0.0772706162739481,"he"
"flop",2,1,54215,37889,0.0772706162739481,"he"
"fondle",2,1,54215,37889,0.0772706162739481,"he"
"fondle",2,1,54215,37889,0.0772706162739481,"he"
"fondle",2,1,54215,37889,0.0772706162739481,"he"
"glimpse",2,1,54215,37889,0.0772706162739481,"he"
"gloat",2,1,54215,37889,0.0772706162739481,"he"
"gloat",2,1,54215,37889,0.0772706162739481,"he"
"gloat",2,1,54215,37889,0.0772706162739481,"he"
"gloat",2,1,54215,37889,0.0772706162739481,"he"
"gloat",2,1,54215,37889,0.0772706162739481,"he"
"gloat",2,1,54215,37889,0.0772706162739481,"he"
"gloat",2,1,54215,37889,0.0772706162739481,"he"
"hoot",2,1,54215,37889,0.0772706162739481,"he"
"intend",2,1,54215,37889,0.0772706162739481,"he"
"interpose",2,1,54215,37889,0.0772706162739481,"he"
"mime",2,1,54215,37889,0.0772706162739481,"he"
"needle",2,1,54215,37889,0.0772706162739481,"he"
"nuzzle",2,1,54215,37889,0.0772706162739481,"he"
"oblige",2,1,54215,37889,0.0772706162739481,"he"
"quicken",2,1,54215,37889,0.0772706162739481,"he"
"quirk",2,1,54215,37889,0.0772706162739481,"he"
"quirk",2,1,54215,37889,0.0772706162739481,"he"
"rake",2,1,54215,37889,0.0772706162739481,"he"
"sneeze",2,1,54215,37889,0.0772706162739481,"he"
"sneeze",2,1,54215,37889,0.0772706162739481,"he"
"substitute",2,1,54215,37889,0.0772706162739481,"he"
"tick",2,1,54215,37889,0.0772706162739481,"he"
"tick",2,1,54215,37889,0.0772706162739481,"he"
"tick",2,1,54215,37889,0.0772706162739481,"he"
"trace",2,1,54215,37889,0.0772706162739481,"he"
"trace",2,1,54215,37889,0.0772706162739481,"he"
"twinkle",2,1,54215,37889,0.0772706162739481,"he"
"undergo",2,1,54215,37889,0.0772706162739481,"he"
"unzip",2,1,54215,37889,0.0772706162739481,"he"
"vault",2,1,54215,37889,0.0772706162739481,"he"
"vault",2,1,54215,37889,0.0772706162739481,"he"
"waddle",2,1,54215,37889,0.0772706162739481,"he"
"warble",2,1,54215,37889,0.0772706162739481,"he"
"whoop",2,1,54215,37889,0.0772706162739481,"he"
"widen",2,1,54215,37889,0.0772706162739481,"he"
"wield",2,1,54215,37889,0.0772706162739481,"he"
"wield",2,1,54215,37889,0.0772706162739481,"he"
"wield",2,1,54215,37889,0.0772706162739481,"he"
"wield",2,1,54215,37889,0.0772706162739481,"he"
"wield",2,1,54215,37889,0.0772706162739481,"he"
"acknowledge",22,14,54195,37876,0.0756061588419656,"he"
"correct",38,26,54179,37864,0.00694054218860263,"he"
"mouth",11,5,54206,37885,0.667026941862467,"he"
"need",11,5,54206,37885,0.667026941862467,"he"
"prod",11,5,54206,37885,0.667026941862467,"he"
"seize",11,5,54206,37885,0.667026941862467,"he"
"stick",11,5,54206,37885,0.667026941862467,"he"
"lick",16,8,54201,37882,0.618302580953165,"he"
"lift",96,59,54121,37831,0.610257378054829,"he"
"chew",9,4,54208,37886,0.597120986145431,"he"
"understand",9,4,54208,37886,0.597120986145431,"he"
"prompt",38,25,54179,37865,0.0552763657138338,"he"
"kneel",14,7,54203,37883,0.540997548685717,"he"
"chirp",7,3,54210,37887,0.531741946720081,"he"
"mention",7,3,54210,37887,0.531741946720081,"he"
"wheeze",7,3,54210,37887,0.531741946720081,"he"
"flick",35,20,54182,37870,0.524813129206247,"he"
"lead",63,38,54154,37852,0.520297559089815,"he"
"jerk",30,17,54187,37873,0.485818893610968,"he"
"dip",5,2,54212,37888,0.476879652994676,"he"
"discover",5,2,54212,37888,0.476879652994676,"he"
"discover",5,2,54212,37888,0.476879652994676,"he"
"enter",5,2,54212,37888,0.476879652994676,"he"
"gape",5,2,54212,37888,0.476879652994676,"he"
"howl",5,2,54212,37888,0.476879652994676,"he"
"soothe",5,2,54212,37888,0.476879652994676,"he"
"squat",5,2,54212,37888,0.476879652994676,"he"
"stalk",5,2,54212,37888,0.476879652994676,"he"
"thumb",5,2,54212,37888,0.476879652994676,"he"
"remain",13,9,54204,37881,0.000472045454992812,"he"
"listen",17,9,54200,37881,0.465670710118747,"he"
"sing",12,6,54205,37884,0.463697434415802,"he"
"hand",73,45,54144,37845,0.443068096835655,"he"
"leave",73,45,54144,37845,0.443068096835655,"he"
"admonish",5,3,54212,37887,0.0441386266836167,"he"
"empty",5,3,54212,37887,0.0441386266836167,"he"
"exhale",5,3,54212,37887,0.0441386266836167,"he"
"flap",5,3,54212,37887,0.0441386266836167,"he"
"inhale",5,3,54212,37887,0.0441386266836167,"he"
"inhale",5,3,54212,37887,0.0441386266836167,"he"
"smirk",5,3,54212,37887,0.0441386266836167,"he"
"spell",5,3,54212,37887,0.0441386266836167,"he"
"stifle",5,3,54212,37887,0.0441386266836167,"he"
"tut",5,3,54212,37887,0.0441386266836167,"he"
"check",20,11,54197,37879,0.415977133913657,"he"
"hit",8,5,54209,37885,0.0387060355496549,"he"
"hit",8,5,54209,37885,0.0387060355496549,"he"
"supply",8,5,54209,37885,0.0387060355496549,"he"
"resume",10,5,54207,37885,0.386402237638307,"he"
"stay",10,5,54207,37885,0.386402237638307,"he"
"stoop",10,5,54207,37885,0.386402237638307,"he"
"carry",14,9,54203,37881,0.0384502992349235,"he"
"leap",14,9,54203,37881,0.0384502992349235,"he"
"switch",14,9,54203,37881,0.0384502992349235,"he"
"grab",23,13,54194,37877,0.381053088021276,"he"
"announce",144,93,54073,37797,0.354641540443119,"he"
"become",18,10,54199,37880,0.345441927024159,"he"
"grip",18,10,54199,37880,0.345441927024159,"he"
"keep",58,36,54159,37854,0.315587344784166,"he"
"extend",8,4,54209,37886,0.309111957922746,"he"
"shove",8,4,54209,37886,0.309111957922746,"he"
"hope",24,14,54193,37876,0.293053321917224,"he"
"pick",110,71,54107,37819,0.274698152356387,"he"
"adopt",3,2,54214,37888,0.00267694742785916,"he"
"adopt",3,2,54214,37888,0.00267694742785916,"he"
"approve",3,2,54214,37888,0.00267694742785916,"he"
"babble",3,2,54214,37888,0.00267694742785916,"he"
"compliment",3,2,54214,37888,0.00267694742785916,"he"
"compliment",3,2,54214,37888,0.00267694742785916,"he"
"compliment",3,2,54214,37888,0.00267694742785916,"he"
"cradle",3,2,54214,37888,0.00267694742785916,"he"
"delve",3,2,54214,37888,0.00267694742785916,"he"
"fail",3,2,54214,37888,0.00267694742785916,"he"
"fail",3,2,54214,37888,0.00267694742785916,"he"
"grope",3,2,54214,37888,0.00267694742785916,"he"
"grope",3,2,54214,37888,0.00267694742785916,"he"
"hoist",3,2,54214,37888,0.00267694742785916,"he"
"launch",3,2,54214,37888,0.00267694742785916,"he"
"lurch",3,2,54214,37888,0.00267694742785916,"he"
"proceed",3,2,54214,37888,0.00267694742785916,"he"
"proffer",3,2,54214,37888,0.00267694742785916,"he"
"rant",3,2,54214,37888,0.00267694742785916,"he"
"rip",3,2,54214,37888,0.00267694742785916,"he"
"rock",3,2,54214,37888,0.00267694742785916,"he"
"rock",3,2,54214,37888,0.00267694742785916,"he"
"sign",3,2,54214,37888,0.00267694742785916,"he"
"sign",3,2,54214,37888,0.00267694742785916,"he"
"trill",3,2,54214,37888,0.00267694742785916,"he"
"trill",3,2,54214,37888,0.00267694742785916,"he"
"trill",3,2,54214,37888,0.00267694742785916,"he"
"waggle",3,2,54214,37888,0.00267694742785916,"he"
"turn",654,443,53563,37447,0.261200290224867,"he"
"jeer",11,6,54206,37884,0.243806325517956,"he"
"spend",11,6,54206,37884,0.243806325517956,"he"
"edge",6,3,54211,37887,0.231826594759357,"he"
"insert",6,3,54211,37887,0.231826594759357,"he"
"pluck",6,3,54211,37887,0.231826594759357,"he"
"punch",6,3,54211,37887,0.231826594759357,"he"
"pronounce",24,16,54193,37874,0.0214236973736697,"he"
"lower",40,25,54177,37865,0.193638743373049,"he"
"interrupt",46,29,54171,37861,0.190391127095087,"he"
"run",61,39,54156,37851,0.189842475224168,"he"
"blow",16,11,54201,37879,0.00175252932370509,"he"
"disappear",16,11,54201,37879,0.00175252932370509,"he"
"duck",9,5,54208,37885,0.172695110706278,"he"
"remove",9,5,54208,37885,0.172695110706278,"he"
"let",77,50,54140,37840,0.164704161457168,"he"
"dash",4,2,54213,37888,0.154546147700933,"he"
"elaborate",4,2,54213,37888,0.154546147700933,"he"
"extract",4,2,54213,37888,0.154546147700933,"he"
"haul",4,2,54213,37888,0.154546147700933,"he"
"lapse",4,2,54213,37888,0.154546147700933,"he"
"outline",4,2,54213,37888,0.154546147700933,"he"
"outline",4,2,54213,37888,0.154546147700933,"he"
"rattle",4,2,54213,37888,0.154546147700933,"he"
"twirl",4,2,54213,37888,0.154546147700933,"he"
"drag",12,7,54205,37883,0.146496786622552,"he"
"tell",970,674,53247,37216,0.0134320769998464,"he"
"examine",15,10,54202,37880,0.0133876359419599,"he"
"slap",15,9,54202,37881,0.132438661690139,"he"
"assure",69,45,54148,37845,0.130959307632331,"he"
"shift",24,15,54193,37875,0.116150667221542,"he"
"read",39,25,54178,37865,0.114431761141663,"he"
"play",12,8,54205,37882,0.0107095289068516,"he"
"nudge",7,4,54210,37886,0.104913146568501,"he"
"return",117,78,54100,37812,0.104616146655142,"he"
"clear",19,12,54198,37878,0.075933219687415,"he"
"hang",19,12,54198,37878,0.075933219687415,"he"
"hang",19,12,54198,37878,0.075933219687415,"he"
"see",133,92,54084,37798,0.0057347096803162,"he"
"beckon",6,4,54211,37886,0.0053541846912023,"he"
"bury",6,4,54211,37886,0.0053541846912023,"he"
"clip",6,4,54211,37886,0.0053541846912023,"he"
"clip",6,4,54211,37886,0.0053541846912023,"he"
"rummage",6,4,54211,37886,0.0053541846912023,"he"
"shuffle",6,4,54211,37886,0.0053541846912023,"he"
"shuffle",6,4,54211,37886,0.0053541846912023,"he"
"thump",6,4,54211,37886,0.0053541846912023,"he"
"translate",6,4,54211,37886,0.0053541846912023,"he"
"accompany",3,1,54214,37889,0.45760355784284,"he"
"aim",3,1,54214,37889,0.45760355784284,"he"
"arrive",3,1,54214,37889,0.45760355784284,"he"
"betray",3,1,54214,37889,0.45760355784284,"he"
"betray",3,1,54214,37889,0.45760355784284,"he"
"bluff",3,1,54214,37889,0.45760355784284,"he"
"bluff",3,1,54214,37889,0.45760355784284,"he"
"collect",3,1,54214,37889,0.45760355784284,"he"
"collect",3,1,54214,37889,0.45760355784284,"he"
"depart",3,1,54214,37889,0.45760355784284,"he"
"depart",3,1,54214,37889,0.45760355784284,"he"
"depart",3,1,54214,37889,0.45760355784284,"he"
"depart",3,1,54214,37889,0.45760355784284,"he"
"exhort",3,1,54214,37889,0.45760355784284,"he"
"expostulate",3,1,54214,37889,0.45760355784284,"he"
"hook",3,1,54214,37889,0.45760355784284,"he"
"huff",3,1,54214,37889,0.45760355784284,"he"
"huff",3,1,54214,37889,0.45760355784284,"he"
"imitate",3,1,54214,37889,0.45760355784284,"he"
"judge",3,1,54214,37889,0.45760355784284,"he"
"judge",3,1,54214,37889,0.45760355784284,"he"
"list",3,1,54214,37889,0.45760355784284,"he"
"list",3,1,54214,37889,0.45760355784284,"he"
"list",3,1,54214,37889,0.45760355784284,"he"
"prefer",3,1,54214,37889,0.45760355784284,"he"
"provide",3,1,54214,37889,0.45760355784284,"he"
"refill",3,1,54214,37889,0.45760355784284,"he"
"refill",3,1,54214,37889,0.45760355784284,"he"
"scribble",3,1,54214,37889,0.45760355784284,"he"
"seat",3,1,54214,37889,0.45760355784284,"he"
"seat",3,1,54214,37889,0.45760355784284,"he"
"seat",3,1,54214,37889,0.45760355784284,"he"
"slow",3,1,54214,37889,0.45760355784284,"he"
"splash",3,1,54214,37889,0.45760355784284,"he"
"stub",3,1,54214,37889,0.45760355784284,"he"
"suffer",3,1,54214,37889,0.45760355784284,"he"
"suffer",3,1,54214,37889,0.45760355784284,"he"
"swig",3,1,54214,37889,0.45760355784284,"he"
"teach",3,1,54214,37889,0.45760355784284,"he"
"tighten",3,1,54214,37889,0.45760355784284,"he"
"welcome",3,1,54214,37889,0.45760355784284,"he"
"appeal",22,13,54195,37877,0.23321432393397,"he"
"inform",78,50,54139,37840,0.22902191125703,"he"
"mean",40,22,54177,37868,0.8322299361345,"he"
"get",120,81,54097,37809,0.05860224539768,"he"
